obs_E(eV),unc_obs_E,ritz_wn(eV),unc_ritz_wn,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""""","=""0.06401136578""","=""0.00000000016""","=""""","=""7.9119e+04""",AAA,"=""[24.31070817873]""","=""[24.374719544511]""","=""1s.7p""","=""1P*""","=""1""","=""1s.8d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.06397272148""","=""0.00000000016""","=""""","=""6.189e+00""",AA,"=""[24.31070817873]""","=""[24.374680900214]""","=""1s.7p""","=""1P*""","=""1""","=""1s.8d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0627644452""","=""0.0000000025""","=""""","=""2.0286e-04""",AAA,"=""[23.673570590]""","=""[23.73633503536]""","=""1s.4s""","=""1S""","=""0""","=""1s.4d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
"=""""","=""""","=""0.06162629803""","=""0.00000000012""","=""""","=""4.5430e+04""",AAA,"=""[24.309541353601]""","=""[24.37116765163]""","=""1s.7d""","=""3D""","=""1""","=""1s.8p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.06162508691""","=""0.00000000012""","=""""","=""3.4070e+04""",AAA,"=""[24.309540927161]""","=""[24.37116601407]""","=""1s.7d""","=""3D""","=""2""","=""1s.8p""","=""3P*""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.06162498347""","=""0.00000000012""","=""""","=""3.8161e+04""",AAA,"=""[24.309540897300]""","=""[24.37116588077]""","=""1s.7d""","=""3D""","=""3""","=""1s.8p""","=""3P*""","=""2""",7,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.06162495361""","=""0.00000000012""","=""""","=""6.8140e+03""",AAA,"=""[24.309540927161]""","=""[24.37116588077]""","=""1s.7d""","=""3D""","=""2""","=""1s.8p""","=""3P*""","=""2""",5,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.06162466047""","=""0.00000000012""","=""""","=""1.1358e+04""",AAA,"=""[24.309541353601]""","=""[24.37116601407]""","=""1s.7d""","=""3D""","=""1""","=""1s.8p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.06162452717""","=""0.00000000012""","=""""","=""4.5430e+02""",AAA,"=""[24.309541353601]""","=""[24.37116588077]""","=""1s.7d""","=""3D""","=""1""","=""1s.8p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.06156863276""","=""0.00000000012""","=""""","=""2.762e+00""",AA,"=""[24.309597381304]""","=""[24.37116601407]""","=""1s.7d""","=""1D""","=""2""","=""1s.8p""","=""3P*""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0587659805""","=""0.0000000003""","=""""","=""2.0002e+03""",AAA,"=""[24.3581041440]""","=""[24.41687012452]""","=""1s.8s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0587648351""","=""0.0000000003""","=""""","=""2.0002e+03""",AAA,"=""[24.3581041440]""","=""[24.41686897915]""","=""1s.8s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0587647419""","=""0.0000000003""","=""""","=""2.0002e+03""",AAA,"=""[24.3581041440]""","=""[24.41686888593]""","=""1s.8s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0564718990""","=""0.0000000004""","=""""","=""1.3739e+05""",AAA,"=""[24.31070817873]""","=""[24.3671800778]""","=""1s.7p""","=""1P*""","=""1""","=""1s.8s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0562610808""","=""0.0000000014""","=""""","=""7.0086e+04""",AAA,"=""[23.9719714182]""","=""[24.0282324989]""","=""1s.5s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0562542063""","=""0.0000000014""","=""""","=""7.0086e+04""",AAA,"=""[23.9719714182]""","=""[24.0282256244]""","=""1s.5s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0562536458""","=""0.0000000014""","=""""","=""7.0086e+04""",AAA,"=""[23.9719714182]""","=""[24.0282250640]""","=""1s.5s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.05381494257""","=""0.00000000037""","=""""","=""9.6087e+04""",AAA,"=""[24.30428920147]""","=""[24.3581041440]""","=""1s.7p""","=""3P*""","=""2""","=""1s.8s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.05381474240""","=""0.00000000037""","=""""","=""5.7652e+04""",AAA,"=""[24.30428940164]""","=""[24.3581041440]""","=""1s.7p""","=""3P*""","=""1""","=""1s.8s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.05381228457""","=""0.00000000037""","=""""","=""1.9217e+04""",AAA,"=""[24.30429185947]""","=""[24.3581041440]""","=""1s.7p""","=""3P*""","=""0""","=""1s.8s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.05270923656""","=""0.00000000030""","=""""","=""7.2589e+03""",AAA,"=""[24.3671800778]""","=""[24.419889314325]""","=""1s.8s""","=""1S""","=""0""","=""1s.9p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04819710321""","=""0.00000000012""","=""""","=""1.507e+00""",AA,"=""[24.37116601407]""","=""[24.419363117280]""","=""1s.8p""","=""3P*""","=""1""","=""1s.9d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04816989895""","=""0.00000000012""","=""""","=""7.7284e+02""",AAA,"=""[24.37116588077]""","=""[24.419335779720]""","=""1s.8p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04816976565""","=""0.00000000012""","=""""","=""1.1593e+04""",AAA,"=""[24.37116601407]""","=""[24.419335779720]""","=""1s.8p""","=""3P*""","=""1""","=""1s.9d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04816969847""","=""0.00000000012""","=""""","=""6.9550e+03""",AAA,"=""[24.37116588077]""","=""[24.419335579246]""","=""1s.8p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04816968425""","=""0.00000000012""","=""""","=""2.7822e+04""",AAA,"=""[24.37116588077]""","=""[24.419335565023]""","=""1s.8p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04816956518""","=""0.00000000012""","=""""","=""2.0865e+04""",AAA,"=""[24.37116601407]""","=""[24.419335579246]""","=""1s.8p""","=""3P*""","=""1""","=""1s.9d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04816812809""","=""0.00000000012""","=""""","=""1.5457e+04""",AAA,"=""[24.37116765163]""","=""[24.419335779720]""","=""1s.8p""","=""3P*""","=""0""","=""1s.9d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04520841411""","=""0.00000000009""","=""""","=""1.151e+00""",AA,"=""[24.374680900214]""","=""[24.419889314325]""","=""1s.8d""","=""3D""","=""2""","=""1s.9p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04516976981""","=""0.00000000009""","=""""","=""1.5165e+04""",AAA,"=""[24.374719544511]""","=""[24.419889314325]""","=""1s.8d""","=""1D""","=""2""","=""1s.9p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.044744060255""","=""0.000000000009""","=""""","=""1.325e+03""",AA,"=""[24.374680880069]""","=""[24.4194249403235]""","=""1s.8d""","=""3D""","=""3""","=""1s.9f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.044744040109""","=""0.000000000009""","=""""","=""1.023e+04""",AA,"=""[24.374680900214]""","=""[24.4194249403235]""","=""1s.8d""","=""3D""","=""2""","=""1s.9f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.044743911180""","=""0.000000000009""","=""""","=""2.3317e+02""",AAA,"=""[24.374680880069]""","=""[24.4194247912483]""","=""1s.8d""","=""3D""","=""3""","=""1s.9f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.044743891034""","=""0.000000000009""","=""""","=""8.1603e+03""",AAA,"=""[24.374680900214]""","=""[24.4194247912483]""","=""1s.8d""","=""3D""","=""2""","=""1s.9f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.044743817485""","=""0.000000000009""","=""""","=""5.2464e+04""",AAA,"=""[24.374680880069]""","=""[24.4194246975540]""","=""1s.8d""","=""3D""","=""3""","=""1s.9f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.044743766338""","=""0.000000000009""","=""""","=""4.5043e+03""",AAA,"=""[24.374680880069]""","=""[24.4194246464065]""","=""1s.8d""","=""3D""","=""3""","=""1s.9f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.044743746192""","=""0.000000000009""","=""""","=""3.6407e+04""",AAA,"=""[24.374680900214]""","=""[24.4194246464065]""","=""1s.8d""","=""3D""","=""2""","=""1s.9f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.044743605505""","=""0.000000000009""","=""""","=""4.4069e+04""",AAA,"=""[24.374681185743]""","=""[24.4194247912483]""","=""1s.8d""","=""3D""","=""1""","=""1s.9f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.044705395812""","=""0.000000000004""","=""""","=""4.0994e+04""",AAA,"=""[24.374719544511]""","=""[24.4194249403235]""","=""1s.8d""","=""1D""","=""2""","=""1s.9f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.044705101895""","=""0.000000000004""","=""""","=""1.158e+04""",AA,"=""[24.374719544511]""","=""[24.4194246464065]""","=""1s.8d""","=""1D""","=""2""","=""1s.9f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0446293893606""","=""0.0000000000012""","=""""","=""3.981e+03""",AA,"=""[24.3748069170618]""","=""[24.41943630642235]""","=""1s.8f""","=""3F*""","=""3""","=""1s.9g""","=""1G""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0446293531586""","=""0.0000000000012""","=""""","=""4.3847e+03""",AAA,"=""[24.3748069170618]""","=""[24.4194362702203]""","=""1s.8f""","=""3F*""","=""3""","=""1s.9g""","=""3G""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0446293142399""","=""0.0000000000012""","=""""","=""2.141e+03""",AA,"=""[24.3748069921824]""","=""[24.41943630642235]""","=""1s.8f""","=""3F*""","=""4""","=""1s.9g""","=""1G""","=""4""",9,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0446292780379""","=""0.0000000000012""","=""""","=""9.1071e+01""",AAA,"=""[24.3748069921824]""","=""[24.4194362702203]""","=""1s.8f""","=""3F*""","=""4""","=""1s.9g""","=""3G""","=""3""",9,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0446292408702""","=""0.0000000000012""","=""""","=""6.4008e+04""",AAA,"=""[24.3748069170618]""","=""[24.4194361579319]""","=""1s.8f""","=""3F*""","=""3""","=""1s.9g""","=""3G""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0446292245010""","=""0.0000000000012""","=""""","=""7.1399e+04""",AAA,"=""[24.3748069921824]""","=""[24.41943621668346]""","=""1s.8f""","=""3F*""","=""4""","=""1s.9g""","=""3G""","=""5""",9,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0446291657495""","=""0.0000000000012""","=""""","=""2.3211e+03""",AAA,"=""[24.3748069921824]""","=""[24.4194361579319]""","=""1s.8f""","=""3F*""","=""4""","=""1s.9g""","=""3G""","=""4""",9,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0446291446209""","=""0.0000000000012""","=""""","=""6.5571e+04""",AAA,"=""[24.3748071255995]""","=""[24.4194362702203]""","=""1s.8f""","=""3F*""","=""2""","=""1s.9g""","=""3G""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0446289761855""","=""0.0000000000012""","=""""","=""6.5277e+04""",AAA,"=""[24.3748073302369]""","=""[24.41943630642235]""","=""1s.8f""","=""1F*""","=""3""","=""1s.9g""","=""1G""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0446289399835""","=""0.0000000000012""","=""""","=""1.353e+03""",AA,"=""[24.3748073302369]""","=""[24.4194362702203]""","=""1s.8f""","=""1F*""","=""3""","=""1s.9g""","=""3G""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.0446288276951""","=""0.0000000000012""","=""""","=""5.071e+03""",AA,"=""[24.3748073302369]""","=""[24.4194361579319]""","=""1s.8f""","=""1F*""","=""3""","=""1s.9g""","=""3G""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461589049297""","=""0.00000000000037""","=""""","=""2.770e+00""",AA,"=""[24.3748231461435]""","=""[24.41943903663648]""","=""1s.8g""","=""3G""","=""4""","=""1s.9h""","=""1H*""","=""5""",9,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461586451208""","=""0.00000000000037""","=""""","=""2.4015e+03""",AAA,"=""[24.3748231461435]""","=""[24.41943901065559]""","=""1s.8g""","=""3G""","=""4""","=""1s.9h""","=""3H*""","=""4""",9,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461580680847""","=""0.00000000000037""","=""""","=""1.832e+03""",AA,"=""[24.3748232298280]""","=""[24.41943903663648]""","=""1s.8g""","=""3G""","=""5""","=""1s.9h""","=""1H*""","=""5""",11,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461579133797""","=""0.00000000000037""","=""""","=""9.2500e+04""",AAA,"=""[24.3748231461435]""","=""[24.41943893748148]""","=""1s.8g""","=""3G""","=""4""","=""1s.9h""","=""3H*""","=""5""",9,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461578082758""","=""0.00000000000037""","=""""","=""4.6651e+01""",AAA,"=""[24.3748232298280]""","=""[24.41943901065559]""","=""1s.8g""","=""3G""","=""5""","=""1s.9h""","=""3H*""","=""4""",11,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461574601244""","=""0.00000000000037""","=""""","=""9.4468e+04""",AAA,"=""[24.3748232298280]""","=""[24.41943897584046]""","=""1s.8g""","=""3G""","=""5""","=""1s.9h""","=""3H*""","=""6""",11,13,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461570765347""","=""0.00000000000037""","=""""","=""1.9470e+03""",AAA,"=""[24.3748232298280]""","=""[24.41943893748148]""","=""1s.8g""","=""3G""","=""5""","=""1s.9h""","=""3H*""","=""5""",11,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461570459800""","=""0.00000000000037""","=""""","=""8.9803e+04""",AAA,"=""[24.3748233060576]""","=""[24.41943901065559]""","=""1s.8g""","=""3G""","=""3""","=""1s.9h""","=""3H*""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461567906941""","=""0.00000000000030""","=""""","=""9.2633e+04""",AAA,"=""[24.3748233575671]""","=""[24.41943903663648]""","=""1s.8g""","=""1G""","=""4""","=""1s.9h""","=""1H*""","=""5""",9,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461565308852""","=""0.00000000000030""","=""""","=""2.217e+03""",AA,"=""[24.3748233575671]""","=""[24.41943901065559]""","=""1s.8g""","=""1G""","=""4""","=""1s.9h""","=""3H*""","=""4""",9,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461557991441""","=""0.00000000000030""","=""""","=""2.063e+01""",AA,"=""[24.3748233575671]""","=""[24.41943893748148]""","=""1s.8g""","=""1G""","=""4""","=""1s.9h""","=""3H*""","=""5""",9,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461285853379""","=""0.00000000000009""","=""""","=""2.656e+00""",AA,"=""[24.37482704046834]""","=""[24.41943989900212]""","=""1s.8h""","=""3H*""","=""5""","=""1s.9i""","=""1I""","=""6""",11,13,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461283905649""","=""0.00000000000009""","=""""","=""2.0833e+03""",AAA,"=""[24.37482704046834]""","=""[24.41943987952483]""","=""1s.8h""","=""3H*""","=""5""","=""1s.9i""","=""3I""","=""5""",11,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461280391714""","=""0.00000000000009""","=""""","=""1.667e+03""",AA,"=""[24.37482709508499]""","=""[24.41943989900212]""","=""1s.8h""","=""3H*""","=""6""","=""1s.9i""","=""1I""","=""6""",13,13,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461278763640""","=""0.00000000000009""","=""""","=""1.2140e+05""",AAA,"=""[24.37482704046834]""","=""[24.41943982810474]""","=""1s.8h""","=""3H*""","=""5""","=""1s.9i""","=""3I""","=""6""",11,13,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461278443984""","=""0.00000000000009""","=""""","=""2.8274e+01""",AAA,"=""[24.37482709508499]""","=""[24.41943987952483]""","=""1s.8h""","=""3H*""","=""6""","=""1s.9i""","=""3I""","=""5""",13,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461275992444""","=""0.00000000000009""","=""""","=""1.2316e+05""",AAA,"=""[24.37482709508499]""","=""[24.41943985500943]""","=""1s.8h""","=""3H*""","=""6""","=""1s.9i""","=""3I""","=""7""",13,15,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461273486835""","=""0.00000000000009""","=""""","=""1.1909e+05""",AAA,"=""[24.37482714465648]""","=""[24.41943987952483]""","=""1s.8h""","=""3H*""","=""4""","=""1s.9i""","=""3I""","=""5""",9,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461273301975""","=""0.00000000000009""","=""""","=""1.7547e+03""",AAA,"=""[24.37482709508499]""","=""[24.41943982810474]""","=""1s.8h""","=""3H*""","=""6""","=""1s.9i""","=""3I""","=""6""",13,13,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461271735372""","=""0.00000000000009""","=""""","=""1.2149e+05""",AAA,"=""[24.37482718164840]""","=""[24.41943989900212]""","=""1s.8h""","=""1H*""","=""5""","=""1s.9i""","=""1I""","=""6""",11,13,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461269787643""","=""0.00000000000009""","=""""","=""1.960e+03""",AA,"=""[24.37482718164840]""","=""[24.41943987952483]""","=""1s.8h""","=""1H*""","=""5""","=""1s.9i""","=""3I""","=""5""",11,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461264645633""","=""0.00000000000009""","=""""","=""1.074e+01""",AA,"=""[24.37482718164840]""","=""[24.41943982810474]""","=""1s.8h""","=""1H*""","=""5""","=""1s.9i""","=""3I""","=""6""",11,13,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461109963047""","=""0.00000000000004""","=""""","=""4.3733e+00""",AAA,"=""[24.37482875537896]""","=""[24.41943985500943]""","=""1s.8k""","=""3K*""","=""7""","=""1s.9i""","=""3I""","=""7""",15,15,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461108934920""","=""0.00000000000004""","=""""","=""4.809e+00""",AA,"=""[24.37482880965292]""","=""[24.41943989900212]""","=""1s.8k""","=""3K*""","=""6""","=""1s.9i""","=""1I""","=""6""",13,13,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461107272577""","=""0.00000000000004""","=""""","=""4.7864e+02""",AAA,"=""[24.37482875537896]""","=""[24.41943982810474]""","=""1s.8k""","=""3K*""","=""7""","=""1s.9i""","=""3I""","=""6""",15,13,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461107130281""","=""0.00000000000004""","=""""","=""4.7511e+02""",AAA,"=""[24.37482878370663]""","=""[24.41943985500943]""","=""1s.8k""","=""3K*""","=""8""","=""1s.9i""","=""3I""","=""7""",17,15,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461106987191""","=""0.00000000000004""","=""""","=""4.8371e+02""",AAA,"=""[24.37482880965292]""","=""[24.41943987952483]""","=""1s.8k""","=""3K*""","=""6""","=""1s.9i""","=""3I""","=""5""",13,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461106786473""","=""0.00000000000004""","=""""","=""4.7888e+02""",AAA,"=""[24.37482883113740]""","=""[24.41943989900212]""","=""1s.8k""","=""1K*""","=""7""","=""1s.9i""","=""1I""","=""6""",15,13,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461102387203""","=""0.00000000000004""","=""""","=""4.182e+00""",AA,"=""[24.37482883113740]""","=""[24.41943985500943]""","=""1s.8k""","=""1K*""","=""7""","=""1s.9i""","=""3I""","=""7""",15,15,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461101845182""","=""0.00000000000004""","=""""","=""5.0631e+00""",AAA,"=""[24.37482880965292]""","=""[24.41943982810474]""","=""1s.8k""","=""3K*""","=""6""","=""1s.9i""","=""3I""","=""6""",13,13,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461069729889""","=""0.00000000000009""","=""""","=""1.8638e+01""",AAA,"=""[24.37482827854156]""","=""[24.41943897584046]""","=""1s.8i""","=""3I""","=""6""","=""1s.9h""","=""3H*""","=""6""",13,13,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461068488113""","=""0.00000000000009""","=""""","=""2.082e+01""",AA,"=""[24.37482835175535]""","=""[24.41943903663648]""","=""1s.8i""","=""3I""","=""5""","=""1s.9h""","=""1H*""","=""5""",11,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461065899112""","=""0.00000000000009""","=""""","=""1.5095e+03""",AAA,"=""[24.37482831684934]""","=""[24.41943897584046]""","=""1s.8i""","=""3I""","=""7""","=""1s.9h""","=""3H*""","=""6""",15,13,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461065893992""","=""0.00000000000009""","=""""","=""1.5239e+03""",AAA,"=""[24.37482827854156]""","=""[24.41943893748148]""","=""1s.8i""","=""3I""","=""6""","=""1s.9h""","=""3H*""","=""5""",13,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461065890024""","=""0.00000000000009""","=""""","=""1.5461e+03""",AAA,"=""[24.37482835175535]""","=""[24.41943901065559]""","=""1s.8i""","=""3I""","=""5""","=""1s.9h""","=""3H*""","=""4""",11,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461065714896""","=""0.00000000000009""","=""""","=""1.5251e+03""",AAA,"=""[24.37482837948752]""","=""[24.41943903663648]""","=""1s.8i""","=""1I""","=""6""","=""1s.9h""","=""1H*""","=""5""",13,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""0.04461062408511""","=""0.00000000000009""","=""""","=""2.5412e-01""",AAA,"=""[24.37482835175535]""","=""[24.41943897584046]""","=""1s.8i""","=""3I""","=""5""","=""1s.9h""","=""3H*""","=""6""",11,13,,"=""T8636c73""","=""""",
